                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                            log_star_age                               luminosity                                   radius                                star_mass                 surface_cell_temperature                           conv_mx1_top_r                             conv_mx1_top                           center_entropy                              max_entropy                                    log_L                                 log_Teff                             log_center_T                           log_center_Rho                                    log_R 
                 3.1247290711762656E+000                  1.7765279484005234E-007                  9.2142681250505024E-002                  4.0058985186674701E-005                  3.9065375879290008E+002                  9.1365124372034326E-002                  9.9998582855435625E-001                  9.0043586248997638E+000                  9.0043600948909575E+000                 -6.7504279557847582E+000                  2.5917920064843902E+000                  4.1751074916440594E+000                 -5.9242377028477933E-001                 -1.0355391544085331E+000 
                 3.6858304548253216E+000                  1.7161585516336237E-007                  9.1125267413248945E-002                  4.0058985186674701E-005                  3.8944789709791337E+002                  9.0371457938935626E-002                  9.9998629489204549E-001                  8.9915543628786665E+000                  8.9915559312138438E+000                 -6.7654425912433345E+000                  2.5904493625182914E+000                  4.1735316637308344E+000                 -5.8975059862169543E-001                 -1.0403611842056231E+000 
                 3.9810828273864538E+000                  1.6413617799327564E-007                  8.9846754577434296E-002                  4.0058985186674701E-005                  3.8786384714783753E+002                  8.9095758764262234E-002                  9.9998629489204549E-001                  8.9749967129530521E+000                  8.9749984273887815E+000                 -6.7847956835955774E+000                  2.5886793002029624E+000                  4.1714762144078010E+000                 -5.8632810510160427E-001                 -1.0464976057510860E+000 
                 4.1749325888421023E+000                  1.5638344762458906E-007                  8.8494695694981959E-002                  4.0058985186674701E-005                  3.8611661894916091E+002                  8.7768241165021202E-002                  9.9998676122973473E-001                  8.9568743183968262E+000                  8.9568761755831279E+000                 -6.8058092166580639E+000                  2.5867184939639425E+000                  4.1692059620774602E+000                 -5.8262647225172259E-001                 -1.0530827598042900E+000 
                 4.3182367227334950E+000                  1.4873614499559044E-007                  8.7138111450726113E-002                  4.0058985186674701E-005                  3.8426380386333614E+002                  8.6414921121697491E-002                  9.9998676122973473E-001                  8.9380164437345826E+000                  8.9380184345283720E+000                 -6.8275834789251713E+000                  2.5846294768887286E+000                  4.1668231710722585E+000                 -5.7882329140661914E-001                 -1.0597918567874161E+000 
                 4.4328506784582249E+000                  1.4128340108548514E-007                  8.5793435360843801E-002                  4.0058985186674701E-005                  3.8231837802708117E+002                  8.5073775051589973E-002                  9.9998676122973473E-001                  8.9186228194486379E+000                  8.9186249367202386E+000                 -6.8499088589612978E+000                  2.5824251743380504E+000                  4.1643523984123103E+000                 -5.7496253915777229E-001                 -1.0665459417041223E+000 
                 4.5293761429851953E+000                  1.3405612644771168E-007                  8.4464421157389946E-002                  4.0058985186674701E-005                  3.8028936513582380E+002                  8.3748505966603687E-002                  9.9998676122973473E-001                  8.8987449833242938E+000                  8.8987472235785212E+000                 -6.8727133337017161E+000                  2.5801141797278744E+000                  4.1617984343198646E+000                 -5.7105588872778379E-001                 -1.0733261898539797E+000 
                 4.6135933279865311E+000                  1.2706567476741462E-007                  8.3151738307388048E-002                  4.0058985186674701E-005                  3.7818196529348552E+002                  8.2480484642793325E-002                  9.9998767196298211E-001                  8.8784057143062132E+000                  8.8784080775291976E+000                 -6.8959717529269291E+000                  2.5777008136532800E+000                  4.1591603734875724E+000                 -5.6710730646269525E-001                 -1.0801286673173980E+000 
                 4.6889519909822264E+000                  1.2029672563966786E-007                  8.1855701477650852E-002                  4.0058985186674701E-005                  3.7598316836526453E+002                  8.1188124799791803E-002                  9.9998767196298211E-001                  8.8576268939372067E+000                  8.8576293771439971E+000                 -6.9197461935743450E+000                  2.5751684025216908E+000                  4.1564357944058719E+000                 -5.6311947759178305E-001                 -1.0869510653779271E+000 
                 4.7576727742656972E+000                  1.1376150486214125E-007                  8.0576450837056030E-002                  4.0058985186674701E-005                  3.7370093470542417E+002                  7.9932442011803398E-002                  9.9998811635854024E-001                  8.8364065747685228E+000                  8.8364091697781646E+000                 -6.9440046716336363E+000                  2.5725241832979804E+000                  4.1536203998922234E+000                 -5.5909164502378594E-001                 -1.0937918659601524E+000 
                 4.8212708382186449E+000                  1.0743434136872742E-007                  7.9314028417487012E-002                  4.0058985186674701E-005                  3.7131303564123192E+002                  7.8673776500362003E-002                  9.9998811635854024E-001                  8.8147189346023573E+000                  8.8147216302663320E+000                 -6.9688568742881030E+000                  2.5697401953682473E+000                  4.1507093045441987E+000                 -5.5502010090430154E-001                 -1.1006499914279193E+000 
                 4.8808220856895019E+000                  1.0131221378416238E-007                  7.8068515036956013E-002                  4.0058985186674701E-005                  3.6881358627727667E+002                  7.7432172792132478E-002                  9.9998811635854024E-001                  8.7925257463645572E+000                  8.7925285299103866E+000                 -6.9943381947254553E+000                  2.5668069102416844E+000                  4.1476983844954063E+000                 -5.5089983378156482E-001                 -1.1075240813934693E+000 
                 4.9371234630663139E+000                  9.5391943843351666E-008                  7.6839940310096638E-002                  4.0058985186674701E-005                  3.6619620090052592E+002                  7.6207645575138191E-002                  9.9998811635854024E-001                  8.7697983195391398E+000                  8.7698011795938910E+000                 -7.0204883013138675E+000                  2.5637138334847318E+000                  4.1445850890286078E+000                 -5.4672773681064435E-001                 -1.1144129811737709E+000 
                 4.9907820157981586E+000                  8.9672519009058740E-008                  7.5628531439511468E-002                  4.0058985186674701E-005                  3.6345565294756125E+002                  7.5000403260944704E-002                  9.9998811635854024E-001                  8.7465299590925891E+000                  8.7465328870089483E+000                 -7.0473406302146469E+000                  2.5604514270150496E+000                  4.1413687591829653E+000                 -5.4250391202807846E-001                 -1.1213143326847956E+000 
                 5.0422726426445950E+000                  8.4163052079145211E-008                  7.4434627696827751E-002                  4.0058985186674701E-005                  3.6059714014562098E+002                  7.3810735308398753E-002                  9.9998811635854024E-001                  8.7227344743747341E+000                  8.7227376334303077E+000                 -7.0748785237001162E+000                  2.5570222770615656E+000                  4.1380491412923135E+000                 -5.3823112133964568E-001                 -1.1282249795205628E+000 
                 5.0919359596606002E+000                  7.8865965897722210E-008                  7.3259310559619456E-002                  4.0058985186674701E-005                  3.5761885826471433E+002                  7.2677124546117827E-002                  9.9998900514965650E-001                  8.6984552164654847E+000                  8.6984587739552666E+000                 -7.1031103733639860E+000                  2.5534204112752565E+000                  4.1346275146256826E+000                 -5.3391616729576652E-001                 -1.1351371727798791E+000 
                 5.1400641597927947E+000                  7.3776951816936855E-008                  7.2103376388182497E-002                  4.0058985186674701E-005                  3.5451269790390234E+002                  7.1525092408491628E-002                  9.9998900514965650E-001                  8.6737131169668924E+000                  8.6737170438606235E+000                 -7.1320792921348470E+000                  2.5496317942307818E+000                  4.1311028284178795E+000                 -5.2956289412589208E-001                 -1.1420443980763608E+000 
                 5.1868935226011716E+000                  6.8898216691960659E-008                  7.0967486934110091E-002                  4.0058985186674701E-005                  3.5127860659706778E+002                  7.0393180020216398E-002                  9.9998900514965650E-001                  8.6484985039702931E+000                  8.6485027635751273E+000                 -7.1617920188886579E+000                  2.5456517002653056E+000                  4.1274725302647708E+000                 -5.2517213087649750E-001                 -1.1489405735223130E+000 
                 5.2325909673702000E+000                  6.4232878549193516E-008                  6.9852759019579297E-002                  4.0058985186674701E-005                  3.4791806836849031E+002                  6.9282509014798030E-002                  9.9998900514965650E-001                  8.6228195088248505E+000                  8.6228240674532106E+000                 -7.1922426149621064E+000                  2.5414769822863494E+000                  4.1237377775903097E+000                 -5.2074748486520939E-001                 -1.1558164356011253E+000 
                 5.2772982117068779E+000                  5.9787340794819104E-008                  6.8760149848581753E-002                  4.0058985186674701E-005                  3.4443979460739354E+002                  6.8211236687079971E-002                  9.9998942861608187E-001                  8.5967085794179852E+000                  8.5967134097375038E+000                 -7.2233907625828451E+000                  2.5371133203449001E+000                  4.1199027728883761E+000                 -5.1629401908410799E-001                 -1.1626631855285967E+000 
                 5.3211326523534339E+000                  5.5560936015143913E-008                  6.7690656022151061E-002                  4.0058985186674701E-005                  3.4084540719828402E+002                  6.7145731193603078E-002                  9.9998942861608175E-001                  8.5702230118709188E+000                  8.5702280930344052E+000                 -7.2552304464695583E+000                  2.5325574450735191E+000                  4.1159734458905559E+000                 -5.1181808347042412E-001                 -1.1694712769291911E+000 
